"disease_id","id","name"
"Q72","Q72.1","Congenital absence of thigh and lower leg with foot present"
"Q72","Q72.2","Congenital absence of both lower leg and foot"
"Q72","Q72.3","Congenital absence of foot and toe(s)"
"Q72","Q72.4","Longitudinal reduction defect of femur"
"Q72","Q72.5","Longitudinal reduction defect of tibia"
"Q72","Q72.6","Longitudinal reduction defect of fibula"
"Q72","Q72.7","Split foot"
"Q72","Q72.8","Other reduction defects of lower limb(s)"
"Q72","Q72.9","Reduction defect of lower limb, unspecified"
"Q73","Q73.0","Congenital absence of unspecified limb(s)"
"Q73","Q73.1","Phocomelia, unspecified limb(s)"
"Q73","Q73.8","Other reduction defects of unspecified limb(s)"
"Q74","Q74.0","Other congenital malformations of upper limb(s), including shoulder girdle"
"Q74","Q74.1","Congenital malformation of knee"
"Q74","Q74.2","Other congenital malformations of lower limb(s), including pelvic girdle"
"Q74","Q74.3","Arthrogryposis multiplex congenita"
"Q74","Q74.8","Other specified congenital malformations of limb(s)"
"Q74","Q74.9","Unspecified congenital malformation of limb(s)"
"Q75","Q75.0","Craniosynostosis"
"Q75","Q75.1","Craniofacial dysostosis"
"Q75","Q75.2","Hypertelorism"
"Q75","Q75.3","Macrocephaly"
"Q75","Q75.4","Mandibulofacial dysostosis"
"Q75","Q75.5","Oculomandibular dysostosis"
"Q75","Q75.8","Other specified congenital malformations of skull and face bones"
"Q75","Q75.9","Congenital malformation of skull and face bones, unspecified"
"Q76","Q76.0","Spina bifida occulta"
"Q76","Q76.1","Klippel-Feil syndrome"
"Q76","Q76.2","Congenital spondylolisthesis"
"Q76","Q76.3","Congenital scoliosis due to congenital bony malformation"
"Q76","Q76.4","Other congenital malformations of spine, not associated with scoliosis"
"Q76","Q76.5","Cervical rib"
"Q76","Q76.6","Other congenital malformations of ribs"
"Q76","Q76.7","Congenital malformation of sternum"
"Q76","Q76.8","Other congenital malformations of bony thorax"
"Q76","Q76.9","Congenital malformation of bony thorax, unspecified"
"Q77","Q77.0","Achondrogenesis"
"Q77","Q77.1","Thanatophoric short stature"
"Q77","Q77.2","Short rib syndrome"
"Q77","Q77.3","Chondrodysplasia punctata"
"Q77","Q77.4","Achondroplasia"
"Q77","Q77.5","Dystrophic dysplasia"
"Q77","Q77.6","Chondroectodermal dysplasia"
"Q77","Q77.7","Spondyloepiphyseal dysplasia"
"Q77","Q77.8","Other osteochondrodysplasia with defects of growth of tubular bones and spine"
"Q77","Q77.9","Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified"
"Q78","Q78.0","Osteogenesis imperfecta"
"Q78","Q78.1","Polyostotic fibrous dysplasia"
"Q78","Q78.2","Osteopetrosis"
"Q78","Q78.3","Progressive diaphyseal dysplasia"
"Q78","Q78.4","Enchondromatosis"
"Q78","Q78.5","Metaphyseal dysplasia"
"Q78","Q78.6","Multiple congenital exostoses"
"Q78","Q78.8","Other specified osteochondrodysplasias"
"Q78","Q78.9","Osteochondrodysplasia, unspecified"
"Q79","Q79.0","Congenital diaphragmatic hernia"
"Q79","Q79.1","Other congenital malformations of diaphragm"
"Q79","Q79.2","Exomphalos"
"Q79","Q79.3","Gastroschisis"
"Q79","Q79.4","Prune belly syndrome"
"Q79","Q79.5","Other congenital malformations of abdominal wall"
"Q79","Q79.6","Ehlers-Danlos syndrome"
"Q79","Q79.8","Other congenital malformations of musculoskeletal system"
"Q79","Q79.9","Congenital malformation of musculoskeletal system, unspecified"
"Q80","Q80.0","Ichthyosis vulgaris"
"Q80","Q80.1","X-linked ichthyosis"
"Q80","Q80.2","Lamellar ichthyosis"
"Q80","Q80.3","Congenital bullous ichthyosiform erythroderma"
"Q80","Q80.4","Harlequin fetus"
"Q80","Q80.8","Other congenital ichthyosis"
"Q80","Q80.9","Congenital ichthyosis, unspecified"
"Q81","Q81.0","Epidermolysis bullosa simplex"
"Q81","Q81.1","Epidermolysis bullosa letalis"
"Q81","Q81.2","Epidermolysis bullosa dystrophica"
"Q81","Q81.8","Other epidermolysis bullosa"
"Q81","Q81.9","Epidermolysis bullosa, unspecified"
"Q82","Q82.0","Hereditary lymphoedema"
"Q82","Q82.1","Xeroderma pigmentosum"
"Q82","Q82.2","Mastocytosis"
"Q82","Q82.3","Incontinentia pigmenti"
"Q82","Q82.4","Ectodermal dysplasia (anhidrotic)"
"Q82","Q82.5","Congenital non-neoplastic naevus"
"Q82","Q82.8","Other specified congenital malformations of skin"
"Q82","Q82.9","Congenital malformation of skin, unspecified"
"Q83","Q83.0","Congenital absence of breast with absent nipple"
"Q83","Q83.1","Accessory breast"
"Q83","Q83.2","Absent nipple"
"Q83","Q83.3","Accessory nipple"
"Q83","Q83.8","Other congenital malformations of breast"
"Q83","Q83.9","Congenital malformation of breast, unspecified"
"Q84","Q84.0","Congenital alopecia"
"Q84","Q84.1","Congenital morphological disturbances of hair, not elsewhere classified"
"Q84","Q84.2","Other congenital malformations of hair"
"Q84","Q84.3","Anonychia"
"Q84","Q84.4","Congenital leukonychia"
"Q84","Q84.5","Enlarged and hypertrophic nails"
"Q84","Q84.6","Other congenital malformations of nails"
"Q84","Q84.8","Other specified congenital malformations of integument"
"Q84","Q84.9","Congenital malformation of integument, unspecified"
"Q85","Q85.0","Neurofibromatosis (nonmalignant)"
"Q85","Q85.1","Tuberous sclerosis"
"Q85","Q85.8","Other phakomatoses, not elsewhere classified"
"Q85","Q85.9","Phakomatosis, unspecified"
"Q86","Q86.0","Fetal alcohol syndrome (dysmorphic)"
"Q86","Q86.1","Fetal hydantoin syndrome"
"Q86","Q86.2","Dysmorphism due to warfarin"
"Q86","Q86.8","Other congenital malformation syndromes due to known exogenous causes"
"Q87","Q87.0","Congenital malformation syndromes predominantly affecting facial appearance"
"Q87","Q87.1","Congenital malformation syndromes predominantly associated with short stature"
"Q87","Q87.2","Congenital malformation syndromes predominantly involving limbs"
"Q87","Q87.3","Congenital malformation syndromes involving early overgrowth"
"Q87","Q87.4","Marfan syndrome"
"Q87","Q87.5","Other congenital malformation syndromes with other skeletal changes"
"Q87","Q87.8","Other specified congenital malformation syndromes, not elsewhere classified"
"Q89","Q89.0","Congenital malformations of spleen"
"Q89","Q89.1","Congenital malformations of adrenal gland"
"Q89","Q89.2","Congenital malformations of other endocrine glands"
"Q89","Q89.3","Situs inversus"
"Q89","Q89.4","Conjoined twins"
"Q89","Q89.7","Multiple congenital malformations, not elsewhere classified"
"Q89","Q89.8","Other specified congenital malformations"
"Q89","Q89.9","Congenital malformation, unspecified"
"Q90","Q90.0","Trisomy 21, meiotic nondisjunction"
"Q90","Q90.1","Trisomy 21, mosaicism (mitotic nondisjunction)"
"Q90","Q90.2","Trisomy 21, translocation"
"Q90","Q90.9","Down syndrome, unspecified"
"Q91","Q91.0","Trisomy 18, meiotic nondisjunction"
"Q91","Q91.1","Trisomy 18, mosaicism (mitotic nondisjunction)"
"Q91","Q91.2","Trisomy 18, translocation"
"Q91","Q91.3","Edwards syndrome, unspecified"
"Q91","Q91.4","Trisomy 13, meiotic nondisjunction"
"Q91","Q91.5","Trisomy 13, mosaicism (mitotic nondisjunction)"
"Q91","Q91.6","Trisomy 13, translocation"
"Q91","Q91.7","Patau syndrome, unspecified"
"Q92","Q92.0","Whole chromosome trisomy, meiotic nondisjunction"
"Q92","Q92.1","Whole chromosome trisomy, mosaicism (mitotic nondisjunction)"
"Q92","Q92.2","Major partial trisomy"
"Q92","Q92.3","Minor partial trisomy"
"Q92","Q92.4","Duplications seen only at prometaphase"
"Q92","Q92.5","Duplications with other complex rearrangements"
"Q92","Q92.6","Extra marker chromosomes"
"Q92","Q92.7","Triploidy and polyploidy"
"Q92","Q92.8","Other specified trisomies and partial trisomies of autosomes"
"Q92","Q92.9","Trisomy and partial trisomy of autosomes, unspecified"
"Q93","Q93.0","Whole chromosome monosomy, meiotic nondisjunction"
"Q93","Q93.1","Whole chromosome monosomy, mosaicism (mitotic nondisjunction)"
"Q93","Q93.2","Chromosome replaced with ring or dicentric"
"Q93","Q93.3","Deletion of short arm of chromosome 4"
"Q93","Q93.4","Deletion of short arm of chromosome 5"
"Q93","Q93.5","Other deletions of part of a chromosome"
"Q93","Q93.6","Deletions seen only at prometaphase"
"Q93","Q93.7","Deletions with other complex rearrangements"
"Q93","Q93.8","Other deletions from the autosomes"
"Q93","Q93.9","Deletion from autosomes, unspecified"
"Q95","Q95.0","Balanced translocation and insertion in normal individual"
"Q95","Q95.1","Chromosome inversion in normal individual"
"Q95","Q95.2","Balanced autosomal rearrangement in abnormal individual"
"Q95","Q95.3","Balanced sex/autosomal rearrangement in abnormal individual"
"Q95","Q95.4","Individuals with marker heterochromatin"
"Q95","Q95.5","Individuals with autosomal fragile site"
"Q95","Q95.8","Other balanced rearrangements and structural markers"
"Q95","Q95.9","Balanced rearrangement and structural marker, unspecified"
"Q96","Q96.0","Karyotype 45,X"
"Q96","Q96.1","Karyotype 46,X iso (Xq)"
"Q96","Q96.2","Karyotype 46,X with abnormal sex chromosome, except iso (Xq)"
"Q96","Q96.3","Mosaicism, 45,X/46,XX or XY"
"Q96","Q96.4","Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome"
"Q96","Q96.8","Other variants of Turner syndrome"
"Q96","Q96.9","Turner syndrome, unspecified"
"Q97","Q97.0","Karyotype 47,XXX"
"Q97","Q97.1","Female with more than three X chromosomes"
"Q97","Q97.2","Mosaicism, lines with various numbers of X chromosomes"
"Q97","Q97.3","Female with 46,XY karyotype"
"Q97","Q97.8","Other specified sex chromosome abnormalities, female phenotype"
"Q97","Q97.9","Sex chromosome abnormality, female phenotype, unspecified"
"Q98","Q98.0","Klinefelter syndrome karyotype 47,XXY"
"Q98","Q98.1","Klinefelter syndrome, male with more than two X chromosomes"
"Q98","Q98.2","Klinefelter syndrome, male with 46,XX karyotype"
"Q98","Q98.3","Other male with 46,XX karyotype"
"Q98","Q98.4","Klinefelter syndrome, unspecified"
"Q98","Q98.5","Karyotype 47,XYY"
"Q98","Q98.6","Male with structurally abnormal sex chromosome"
"Q98","Q98.7","Male with sex chromosome mosaicism"
"Q98","Q98.8","Other specified sex chromosome abnormalities, male phenotype"
"Q98","Q98.9","Sex chromosome abnormality, male phenotype, unspecified"
"Q99","Q99.0","Chimera 46,XX/46,XY"
"Q99","Q99.1","46,XX true hermaphrodite"
"Q99","Q99.2","Fragile X chromosome"
"Q99","Q99.8","Other specified chromosome abnormalities"
"Q99","Q99.9","Chromosomal abnormality, unspecified"
"R00","R00.0","Tachycardia, unspecified"
"R00","R00.1","Bradycardia, unspecified"
"R00","R00.2","Palpitations"
"R00","R00.3","Pulseless electrical activity, not elsewhere classified"
"R00","R00.8","Other and unspecified abnormalities of heart beat"
"R01","R01.0","Benign and innocent cardiac murmurs"
"R01","R01.1","Cardiac murmur, unspecified"
"R01","R01.2","Other cardiac sounds"
"R03","R03.0","Elevated blood-pressure reading, without diagnosis of hypertension"
"R03","R03.1","Nonspecific low blood-pressure reading"
"R04","R04.0","Epistaxis"
"R04","R04.1","Haemorrhage from throat"
"R04","R04.2","Haemoptysis"
"R04","R04.8","Haemorrhage from other sites in respiratory passages"
"R04","R04.9","Haemorrhage from respiratory passages, unspecified"
"R06","R06.0","Dyspnoea"
"R06","R06.1","Stridor"
"R06","R06.2","Wheezing"
"R06","R06.3","Periodic breathing"
"R06","R06.4","Hyperventilation"
"R06","R06.5","Mouth breathing"
"R06","R06.6","Hiccough"
"R06","R06.7","Sneezing"
"R06","R06.8","Other and unspecified abnormalities of breathing"
"R07","R07.0","Pain in throat"
"R07","R07.1","Chest pain on breathing"
"R07","R07.2","Precordial pain"
"R07","R07.3","Other chest pain"
"R07","R07.4","Chest pain, unspecified"
"R09","R09.0","Asphyxia"
"R09","R09.1","Pleurisy"
"R09","R09.2","Respiratory arrest"
"R09","R09.3","Abnormal sputum"
"R09","R09.8","Other specified symptoms and signs involving the circulatory and respiratory systems"
"R10","R10.0","Acute abdomen"
"R10","R10.1","Pain localized to upper abdomen"
"R10","R10.2","Pelvic and perineal pain"
"R10","R10.3","Pain localized to other parts of lower abdomen"
"R10","R10.4","Other and unspecified abdominal pain"
"R16","R16.0","Hepatomegaly, not elsewhere classified"
"R16","R16.1","Splenomegaly, not elsewhere classified"
"R16","R16.2","Hepatomegaly with splenomegaly, not elsewhere classified"
"R17","R17.0","Hyperbilirubinaemia with mention of jaundice, not elsewhere classified"
"R17","R17.9","Hyperbilirubinaemia without mention of jaundice, not elsewhere classified"
"R19","R19.0","Intra-abdominal and pelvic swelling, mass and lump"
"R19","R19.1","Abnormal bowel sounds"
"R19","R19.2","Visible peristalsis"
"R19","R19.3","Abdominal rigidity"
"R19","R19.4","Change in bowel habit"
"R19","R19.5","Other faecal abnormalities"
"R19","R19.6","Halitosis"
"R19","R19.8","Other specified symptoms and signs involving the digestive system and abdomen"
"R20","R20.0","Anaesthesia of skin"
"R20","R20.1","Hypoaesthesia of skin"
"R20","R20.2","Paraesthesia of skin"
"R20","R20.3","Hyperaesthesia"
"R20","R20.8","Other and unspecified disturbances of skin sensation"
"R22","R22.0","Localized swelling, mass and lump, head"
"R22","R22.1","Localized swelling, mass and lump, neck"
"R22","R22.2","Localized swelling, mass and lump, trunk"
"R22","R22.3","Localized swelling, mass and lump, upper limb"
"R22","R22.4","Localized swelling, mass and lump, lower limb"
"R22","R22.7","Localized swelling, mass and lump, multiple sites"
"R22","R22.9","Localized swelling, mass and lump, unspecified"
"R23","R23.0","Cyanosis"
"R23","R23.1","Pallor"
"R23","R23.2","Flushing"
"R23","R23.3","Spontaneous ecchymoses"
"R23","R23.4","Changes in skin texture"
"R23","R23.8","Other and unspecified skin changes"
"R25","R25.0","Abnormal head movements"
"R25","R25.1","Tremor, unspecified"
"R25","R25.2","Cramp and spasm"
"R25","R25.3","Fasciculation"
"R25","R25.8","Other and unspecified abnormal involuntary movements"
"R26","R26.0","Ataxic gait"
"R26","R26.1","Paralytic gait"
"R26","R26.2","Difficulty in walking, not elsewhere classified"
"R26","R26.3","Immobility"
"R26","R26.8","Other and unspecified abnormalities of gait and mobility"
"R27","R27.0","Ataxia, unspecified"
"R27","R27.8","Other and unspecified lack of coordination"
"R29","R29.0","Tetany"
"R29","R29.1","Meningismus"
"R29","R29.2","Abnormal reflex"
"R29","R29.3","Abnormal posture"
"R29","R29.4","Clicking hip"
"R29","R29.6","Tendency to fall, not elsewhere classified"
"R29","R29.8","Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"
"R30","R30.0","Dysuria"
"R30","R30.1","Vesical tenesmus"
"R30","R30.9","Painful micturition, unspecified"
"R39","R39.0","Extravasation of urine"
"R39","R39.1","Other difficulties with micturition"
"R39","R39.2","Extrarenal uraemia"
"R39","R39.8","Other and unspecified symptoms and signs involving the urinary system"
"R40","R40.0","Somnolence"
"R40","R40.1","Stupor"
"R40","R40.2","Coma, unspecified"
"R41","R41.0","Disorientation, unspecified"
"R41","R41.1","Anterograde amnesia"
"R41","R41.2","Retrograde amnesia"
"R41","R41.3","Other amnesia"
"R41","R41.8","Other and unspecified symptoms and signs involving cognitive functions and awareness"
"R43","R43.0","Anosmia"
"R43","R43.1","Parosmia"
"R43","R43.2","Parageusia"
"R43","R43.8","Other and unspecified disturbances of smell and taste"
"R44","R44.0","Auditory hallucinations"
"R44","R44.1","Visual hallucinations"
"R44","R44.2","Other hallucinations"
"R44","R44.3","Hallucinations, unspecified"
"R44","R44.8","Other and unspecified symptoms and signs involving general sensations and perceptions"
"R45","R45.0","Nervousness"
"R45","R45.1","Restlessness and agitation"
"R45","R45.2","Unhappiness"
"R45","R45.3","Demoralization and apathy"
"R45","R45.4","Irritability and anger"
"R45","R45.5","Hostility"
"R45","R45.6","Physical violence"
"R45","R45.7","State of emotional shock and stress, unspecified"
"R45","R45.8","Other symptoms and signs involving emotional state"
"R46","R46.0","Very low level of personal hygiene"
"R46","R46.1","Bizarre personal appearance"
"R46","R46.2","Strange and inexplicable behaviour"
"R46","R46.3","Overactivity"
"R46","R46.4","Slowness and poor responsiveness"
"R46","R46.5","Suspiciousness and marked evasiveness"
"R46","R46.6","Undue concern and preoccupation with stressful events"
"R46","R46.7","Verbosity and circumstantial detail obscuring reason for contact"
"R46","R46.8","Other symptoms and signs involving appearance and behaviour"
"R47","R47.0","Dysphasia and aphasia"
"R47","R47.1","Dysarthria and anarthria"
"R47","R47.8","Other and unspecified speech disturbances"
"R48","R48.0","Dyslexia and alexia"
"R48","R48.1","Agnosia"
"R48","R48.2","Apraxia"
"R48","R48.8","Other and unspecified symbolic dysfunctions"
"R49","R49.0","Dysphonia"
"R49","R49.1","Aphonia"
"R49","R49.2","Hypernasality and hyponasality"
"R49","R49.8","Other and unspecified voice disturbances"
"R50","R50.2","Drug-induced fever"
"R50","R50.8","Other specified fever"
"R50","R50.9","Fever, unspecified"
"R52","R52.0","Acute pain"
"R52","R52.1","Chronic intractable pain"
"R52","R52.2","Other chronic pain"
"R52","R52.9","Pain, unspecified"
"R56","R56.0","Febrile convulsions"
"R56","R56.8","Other and unspecified convulsions"
"R57","R57.0","Cardiogenic shock"
"R57","R57.1","Hypovolaemic shock"
"R57","R57.2","Septic shock"
"R57","R57.8","Other shock"
"R57","R57.9","Shock, unspecified"
"R59","R59.0","Localized enlarged lymph nodes"
"R59","R59.1","Generalized enlarged lymph nodes"
"R59","R59.9","Enlarged lymph nodes, unspecified"
"R60","R60.0","Localized oedema"
"R60","R60.1","Generalized oedema"
"R60","R60.9","Oedema, unspecified"
"R61","R61.0","Localized hyperhidrosis"
"R61","R61.1","Generalized hyperhidrosis"
"R61","R61.9","Hyperhidrosis, unspecified"
"R62","R62.0","Delayed milestone"
"R62","R62.8","Other lack of expected normal physiological development"
"R62","R62.9","Lack of expected normal physiological development, unspecified"
"R63","R63.0","Anorexia"
"R63","R63.1","Polydipsia"
"R63","R63.2","Polyphagia"
"R63","R63.3","Feeding difficulties and mismanagement"
"R63","R63.4","Abnormal weight loss"
"R63","R63.5","Abnormal weight gain"
"R63","R63.6","Insufficient intake of food and water"
"R63","R63.8","Other symptoms and signs concerning food and fluid intake"
"R65","R65.0","Systemic Inflammatory Response Syndrome of infectious origin without organ failure"
"R65","R65.1","Systemic Inflammatory Response Syndrome of infectious origin with organ failure"
"R65","R65.2","Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure"
"R65","R65.3","Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure"
"R65","R65.9","Systemic Inflammatory Response Syndrome, unspecified"
"R68","R68.0","Hypothermia, not associated with low environmental temperature"
"R68","R68.1","Nonspecific symptoms peculiar to infancy"
"R68","R68.2","Dry mouth, unspecified"
"R68","R68.3","Clubbing of fingers"
"R68","R68.8","Other specified general symptoms and signs"
"R70","R70.0","Elevated erythrocyte sedimentation rate"
"R70","R70.1","Abnormal plasma viscosity"
"R73","R73.0","Abnormal glucose tolerance test"
"R73","R73.9","Hyperglycaemia, unspecified"
"R74","R74.0","Elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"R74","R74.8","Abnormal levels of other serum enzymes"
"R74","R74.9","Abnormal level of unspecified serum enzyme"
"R76","R76.0","Raised antibody titre"
"R76","R76.1","Abnormal reaction to tuberculin test"
"R76","R76.2","False-positive serological test for syphilis"
"R76","R76.8","Other specified abnormal immunological findings in serum"
"R76","R76.9","Abnormal immunological finding in serum, unspecified"
"R77","R77.0","Abnormality of albumin"
"R77","R77.1","Abnormality of globulin"
"R77","R77.2","Abnormality of alphafetoprotein"
"R77","R77.8","Other specified abnormalities of plasma proteins"
"R77","R77.9","Abnormality of plasma protein, unspecified"
"R78","R78.0","Finding of alcohol in blood"
"R78","R78.1","Finding of opiate drug in blood"
"R78","R78.2","Finding of cocaine in blood"
"R78","R78.3","Finding of hallucinogen in blood"
"R78","R78.4","Finding of other drugs of addictive potential in blood"
"R78","R78.5","Finding of psychotropic drug in blood"
"R78","R78.6","Finding of steroid agent in blood"
"R78","R78.7","Finding of abnormal level of heavy metals in blood"
"R78","R78.8","Finding of other specified substances, not normally found in blood"
"R78","R78.9","Finding of unspecified substance, not normally found in blood"
"R79","R79.0","Abnormal level of blood mineral"
"R79","R79.8","Other specified abnormal findings of blood chemistry"
"R79","R79.9","Abnormal finding of blood chemistry, unspecified"
"R82","R82.0","Chyluria"
"R82","R82.1","Myoglobinuria"
"R82","R82.2","Biliuria"
"R82","R82.3","Haemoglobinuria"
"R82","R82.4","Acetonuria"
"R82","R82.5","Elevated urine levels of drugs, medicaments and biological substances"
"R82","R82.6","Abnormal urine levels of substances chiefly nonmedicinal as to source"
"R82","R82.7","Abnormal findings on microbiological examination of urine"
"R82","R82.8","Abnormal findings on cytological and histological examination of urine"
"R82","R82.9","Other and unspecified abnormal findings in urine"
"R83","R83.0","Abnormal findings in cerebrospinal fluid : abnormal level of enzymes"
"R83","R83.1","Abnormal findings in cerebrospinal fluid : abnormal level of hormones"
"R83","R83.2","Abnormal findings in cerebrospinal fluid : abnormal level of other drugs, medicaments and biological substances"
"R83","R83.3","Abnormal findings in cerebrospinal fluid : abnormal level of substances chiefly nonmedicinal as to source"
"R83","R83.4","Abnormal findings in cerebrospinal fluid : abnormal immunological findings"
"R83","R83.5","Abnormal findings in cerebrospinal fluid : abnormal microbiological findings"
"R83","R83.6","Abnormal findings in cerebrospinal fluid : abnormal cytological findings"
"R83","R83.7","Abnormal findings in cerebrospinal fluid : abnormal histological findings"
"R83","R83.8","Abnormal findings in cerebrospinal fluid : other abnormal findings"
"R83","R83.9","Abnormal findings in cerebrospinal fluid : unspecified abnormal finding"
"R84","R84.0","Abnormal findings in specimens from respiratory organs and thorax : abnormal level of enzymes"
"R84","R84.1","Abnormal findings in specimens from respiratory organs and thorax : abnormal level of hormones"
"R84","R84.2","Abnormal findings in specimens from respiratory organs and thorax : abnormal level of other drugs, medicaments and biological substances"
"R84","R84.3","Abnormal findings in specimens from respiratory organs and thorax : abnormal level of substances chiefly nonmedicinal as to source"
"R84","R84.4","Abnormal findings in specimens from respiratory organs and thorax : abnormal immunological findings"
"R84","R84.5","Abnormal findings in specimens from respiratory organs and thorax : abnormal microbiological findings"
"R84","R84.6","Abnormal findings in specimens from respiratory organs and thorax : abnormal cytological findings"
"R84","R84.7","Abnormal findings in specimens from respiratory organs and thorax : abnormal histological findings"
"R84","R84.8","Abnormal findings in specimens from respiratory organs and thorax : other abnormal findings"
"R84","R84.9","Abnormal findings in specimens from respiratory organs and thorax : unspecified abnormal finding"
"R85","R85.0","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal level of enzymes"
"R85","R85.1","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal level of hormones"
"R85","R85.2","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal level of other drugs, medicaments and biological substances"
"R85","R85.3","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal level of substances chiefly nonmedicinal as to source"
"R85","R85.4","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal immunological findings"
"R85","R85.5","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal microbiological findings"
"R85","R85.6","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal cytological findings"
"R85","R85.7","Abnormal findings in specimens from digestive organs and abdominal cavity : abnormal histological findings"
"R85","R85.8","Abnormal findings in specimens from digestive organs and abdominal cavity : other abnormal findings"
"R85","R85.9","Abnormal findings in specimens from digestive organs and abdominal cavity : unspecified abnormal finding"
"R86","R86.0","Abnormal findings in specimens from male genital organs : abnormal level of enzymes"
"R86","R86.1","Abnormal findings in specimens from male genital organs : abnormal level of hormones"
"R86","R86.2","Abnormal findings in specimens from male genital organs : abnormal level of other drugs, medicaments and biological substances"
"R86","R86.3","Abnormal findings in specimens from male genital organs : abnormal level of substances chiefly nonmedicinal as to source"
"R86","R86.4","Abnormal findings in specimens from male genital organs : abnormal immunological findings"
"R86","R86.5","Abnormal findings in specimens from male genital organs : abnormal microbiological findings"
"R86","R86.6","Abnormal findings in specimens from male genital organs : abnormal cytological findings"
"R86","R86.7","Abnormal findings in specimens from male genital organs : abnormal histological findings"
"R86","R86.8","Abnormal findings in specimens from male genital organs : other abnormal findings"
"R86","R86.9","Abnormal findings in specimens from male genital organs : unspecified abnormal finding"
"R87","R87.0","Abnormal findings in specimens from female genital organs : abnormal level of enzymes"
"R87","R87.1","Abnormal findings in specimens from female genital organs : abnormal level of hormones"
"R87","R87.2","Abnormal findings in specimens from female genital organs : abnormal level of other drugs, medicaments and biological substances"
"R87","R87.3","Abnormal findings in specimens from female genital organs : abnormal level of substances chiefly nonmedicinal as to source"
"R87","R87.4","Abnormal findings in specimens from female genital organs : abnormal immunological findings"
"R87","R87.5","Abnormal findings in specimens from female genital organs : abnormal microbiological findings"
"R87","R87.6","Abnormal findings in specimens from female genital organs : abnormal cytological findings"
"R87","R87.7","Abnormal findings in specimens from female genital organs : abnormal histological findings"
"R87","R87.8","Abnormal findings in specimens from female genital organs : other abnormal findings"
"R87","R87.9","Abnormal findings in specimens from female genital organs : unspecified abnormal finding"
"R89","R89.0","Abnormal findings in specimens from other organs, systems and tissues : abnormal level of enzymes"
"R89","R89.1","Abnormal findings in specimens from other organs, systems and tissues : abnormal level of hormones"
"R89","R89.2","Abnormal findings in specimens from other organs, systems and tissues : abnormal level of other drugs, medicaments and biological substances"
"R89","R89.3","Abnormal findings in specimens from other organs, systems and tissues : abnormal level of substances chiefly nonmedicinal as to source"
"R89","R89.4","Abnormal findings in specimens from other organs, systems and tissues : abnormal immunological findings"
"R89","R89.5","Abnormal findings in specimens from other organs, systems and tissues : abnormal microbiological findings"
"R89","R89.6","Abnormal findings in specimens from other organs, systems and tissues : abnormal cytological findings"
"R89","R89.7","Abnormal findings in specimens from other organs, systems and tissues : abnormal histological findings"
"R89","R89.8","Abnormal findings in specimens from other organs, systems and tissues : other abnormal findings"
"R89","R89.9","Abnormal findings in specimens from other organs, systems and tissues : unspecified abnormal finding"
"R90","R90.0","Intracranial space-occupying lesion"
"R90","R90.8","Other abnormal findings on diagnostic imaging of central nervous system"
"R93","R93.0","Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified"
"R93","R93.1","Abnormal findings on diagnostic imaging of heart and coronary circulation"
"R93","R93.2","Abnormal findings on diagnostic imaging of liver and biliary tract"
"R93","R93.3","Abnormal findings on diagnostic imaging of other parts of digestive tract"
"R93","R93.4","Abnormal findings on diagnostic imaging of urinary organs"
"R93","R93.5","Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum"
"R93","R93.6","Abnormal findings on diagnostic imaging of limbs"
"R93","R93.7","Abnormal findings on diagnostic imaging of other parts of musculoskeletal system"
"R93","R93.8","Abnormal findings on diagnostic imaging of other specified body structures"
"R94","R94.0","Abnormal results of function studies of central nervous system"
"R94","R94.1","Abnormal results of function studies of peripheral nervous system and special senses"
"R94","R94.2","Abnormal results of pulmonary function studies"
"R94","R94.3","Abnormal results of cardiovascular function studies"
"R94","R94.4","Abnormal results of kidney function studies"
"R94","R94.5","Abnormal results of liver function studies"
"R94","R94.6","Abnormal results of thyroid function studies"
"R94","R94.7","Abnormal results of other endocrine function studies"
"R94","R94.8","Abnormal results of function studies of other organs and systems"
"R95","R95.0","Sudden infant death syndrome with mention of autopsy"
"R95","R95.9","Sudden infant death syndrome without mention of autopsy"
"R96","R96.0","Instantaneous death"
"R96","R96.1","Death occurring less than 24 hours from onset of symptoms, not otherwise explained"
"S00","S00.0","Superficial injury of scalp"
"S00","S00.1","Contusion of eyelid and periocular area"
"S00","S00.2","Other superficial injuries of eyelid and periocular area"
"S00","S00.3","Superficial injury of nose"
"S00","S00.4","Superficial injury of ear"
"S00","S00.5","Superficial injury of lip and oral cavity"
"S00","S00.7","Multiple superficial injuries of head"
"S00","S00.8","Superficial injury of other parts of head"
