"parent_block_id_1","parent_block_id_2","parent_block_id_3","id","name"
"M20-M25","M00-M25",,"M20","Acquired deformities of fingers and toes"
"M20-M25","M00-M25",,"M21","Other acquired deformities of limbs"
"M20-M25","M00-M25",,"M22","Disorders of patella"
"M20-M25","M00-M25",,"M23","Internal derangement of knee"
"M20-M25","M00-M25",,"M24","Other specific joint derangements"
"M20-M25","M00-M25",,"M25","Other joint disorders, not elsewhere classified"
"M30-M36",,,"M30","Polyarteritis nodosa and related conditions"
"M30-M36",,,"M31","Other necrotizing vasculopathies"
"M30-M36",,,"M32","Systemic lupus erythematosus"
"M30-M36",,,"M33","Dermatopolymyositis"
"M30-M36",,,"M34","Systemic sclerosis"
"M30-M36",,,"M35","Other systemic involvement of connective tissue"
"M30-M36",,,"M36","Systemic disorders of connective tissue in diseases classified elsewhere"
"M40-M43","M40-M54",,"M40","Kyphosis and lordosis"
"M40-M43","M40-M54",,"M41","Scoliosis"
"M40-M43","M40-M54",,"M42","Spinal osteochondrosis"
"M40-M43","M40-M54",,"M43","Other deforming dorsopathies"
"M45-M49","M40-M54",,"M45","Ankylosing spondylitis"
"M45-M49","M40-M54",,"M46","Other inflammatory spondylopathies"
"M45-M49","M40-M54",,"M47","Spondylosis"
"M45-M49","M40-M54",,"M48","Other spondylopathies"
"M45-M49","M40-M54",,"M49","Spondylopathies in diseases classified elsewhere"
"M50-M54","M40-M54",,"M50","Cervical disc disorders"
"M50-M54","M40-M54",,"M51","Other intervertebral disc disorders"
"M50-M54","M40-M54",,"M53","Other dorsopathies, not elsewhere classified"
"M50-M54","M40-M54",,"M54","Dorsalgia"
"M60-M63","M60-M79",,"M60","Myositis"
"M60-M63","M60-M79",,"M61","Calcification and ossification of muscle"
"M60-M63","M60-M79",,"M62","Other disorders of muscle"
"M60-M63","M60-M79",,"M63","Disorders of muscle in diseases classified elsewhere"
"M65-M68","M60-M79",,"M65","Synovitis and tenosynovitis"
"M65-M68","M60-M79",,"M66","Spontaneous rupture of synovium and tendon"
"M65-M68","M60-M79",,"M67","Other disorders of synovium and tendon"
"M65-M68","M60-M79",,"M68","Disorders of synovium and tendon in diseases classified elsewhere"
"M70-M79","M60-M79",,"M70","Soft tissue disorders related to use, overuse and pressure"
"M70-M79","M60-M79",,"M71","Other bursopathies"
"M70-M79","M60-M79",,"M72","Fibroblastic disorders"
"M70-M79","M60-M79",,"M73","Soft tissue disorders in diseases classified elsewhere"
"M70-M79","M60-M79",,"M75","Shoulder lesions"
"M70-M79","M60-M79",,"M76","Enthesopathies of lower limb, excluding foot"
"M70-M79","M60-M79",,"M77","Other enthesopathies"
"M70-M79","M60-M79",,"M79","Other soft tissue disorders, not elsewhere classified"
"M80-M85","M80-M94",,"M80","Osteoporosis with pathological fracture"
"M80-M85","M80-M94",,"M81","Osteoporosis without pathological fracture"
"M80-M85","M80-M94",,"M82","Osteoporosis in diseases classified elsewhere"
"M80-M85","M80-M94",,"M83","Adult osteomalacia"
"M80-M85","M80-M94",,"M84","Disorders of continuity of bone"
"M80-M85","M80-M94",,"M85","Other disorders of bone density and structure"
"M86-M90","M80-M94",,"M86","Osteomyelitis"
"M86-M90","M80-M94",,"M87","Osteonecrosis"
"M86-M90","M80-M94",,"M88","Paget disease of bone [osteitis deformans]"
"M86-M90","M80-M94",,"M89","Other disorders of bone"
"M86-M90","M80-M94",,"M90","Osteopathies in diseases classified elsewhere"
"M91-M94","M80-M94",,"M91","Juvenile osteochondrosis of hip and pelvis"
"M91-M94","M80-M94",,"M92","Other juvenile osteochondrosis"
"M91-M94","M80-M94",,"M93","Other osteochondropathies"
"M91-M94","M80-M94",,"M94","Other disorders of cartilage"
"M95-M99",,,"M95","Other acquired deformities of musculoskeletal system and connective tissue"
"M95-M99",,,"M96","Postprocedural musculoskeletal disorders, not elsewhere classified"
"M95-M99",,,"M99","Biomechanical lesions, not elsewhere classified"
"N00-N08",,,"N00","Acute nephritic syndrome"
"N00-N08",,,"N01","Rapidly progressive nephritic syndrome"
"N00-N08",,,"N02","Recurrent and persistent haematuria"
"N00-N08",,,"N03","Chronic nephritic syndrome"
"N00-N08",,,"N04","Nephrotic syndrome"
"N00-N08",,,"N05","Unspecified nephritic syndrome"
"N00-N08",,,"N06","Isolated proteinuria with specified morphological lesion"
"N00-N08",,,"N07","Hereditary nephropathy, not elsewhere classified"
"N00-N08",,,"N08","Glomerular disorders in diseases classified elsewhere"
"N10-N16",,,"N10","Acute tubulo-interstitial nephritis"
"N10-N16",,,"N11","Chronic tubulo-interstitial nephritis"
"N10-N16",,,"N12","Tubulo-interstitial nephritis, not specified as acute or chronic"
"N10-N16",,,"N13","Obstructive and reflux uropathy"
"N10-N16",,,"N14","Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions"
"N10-N16",,,"N15","Other renal tubulo-interstitial diseases"
"N10-N16",,,"N16","Renal tubulo-interstitial disorders in diseases classified elsewhere"
"N17-N19",,,"N17","Acute renal failure"
"N17-N19",,,"N18","Chronic kidney disease"
"N17-N19",,,"N19","Unspecified kidney failure"
"N20-N23",,,"N20","Calculus of kidney and ureter"
"N20-N23",,,"N21","Calculus of lower urinary tract"
"N20-N23",,,"N22","Calculus of urinary tract in diseases classified elsewhere"
"N20-N23",,,"N23","Unspecified renal colic"
"N25-N29",,,"N25","Disorders resulting from impaired renal tubular function"
"N25-N29",,,"N26","Unspecified contracted kidney"
"N25-N29",,,"N27","Small kidney of unknown cause"
"N25-N29",,,"N28","Other disorders of kidney and ureter, not elsewhere classified"
"N25-N29",,,"N29","Other disorders of kidney and ureter in diseases classified elsewhere"
"N30-N39",,,"N30","Cystitis"
"N30-N39",,,"N31","Neuromuscular dysfunction of bladder, not elsewhere classified"
"N30-N39",,,"N32","Other disorders of bladder"
"N30-N39",,,"N33","Bladder disorders in diseases classified elsewhere"
"N30-N39",,,"N34","Urethritis and urethral syndrome"
"N30-N39",,,"N35","Urethral stricture"
"N30-N39",,,"N36","Other disorders of urethra"
"N30-N39",,,"N37","Urethral disorders in diseases classified elsewhere"
"N30-N39",,,"N39","Other disorders of urinary system"
"N40-N51",,,"N40","Hyperplasia of prostate"
"N40-N51",,,"N41","Inflammatory diseases of prostate"
"N40-N51",,,"N42","Other disorders of prostate"
"N40-N51",,,"N43","Hydrocele and spermatocele"
"N40-N51",,,"N44","Torsion of testis"
"N40-N51",,,"N45","Orchitis and epididymitis"
"N40-N51",,,"N46","Male infertility"
"N40-N51",,,"N47","Redundant prepuce, phimosis and paraphimosis"
"N40-N51",,,"N48","Other disorders of penis"
"N40-N51",,,"N49","Inflammatory disorders of male genital organs, not elsewhere classified"
"N40-N51",,,"N50","Other disorders of male genital organs"
"N40-N51",,,"N51","Disorders of male genital organs in diseases classified elsewhere"
"N60-N64",,,"N60","Benign mammary dysplasia"
"N60-N64",,,"N61","Inflammatory disorders of breast"
"N60-N64",,,"N62","Hypertrophy of breast"
"N60-N64",,,"N63","Unspecified lump in breast"
"N60-N64",,,"N64","Other disorders of breast"
"N70-N77",,,"N70","Salpingitis and oophoritis"
"N70-N77",,,"N71","Inflammatory disease of uterus, except cervix"
"N70-N77",,,"N72","Inflammatory disease of cervix uteri"
"N70-N77",,,"N73","Other female pelvic inflammatory diseases"
"N70-N77",,,"N74","Female pelvic inflammatory disorders in diseases classified elsewhere"
"N70-N77",,,"N75","Diseases of Bartholin gland"
"N70-N77",,,"N76","Other inflammation of vagina and vulva"
"N70-N77",,,"N77","Vulvovaginal ulceration and inflammation in diseases classified elsewhere"
"N80-N98",,,"N80","Endometriosis"
"N80-N98",,,"N81","Female genital prolapse"
"N80-N98",,,"N82","Fistulae involving female genital tract"
"N80-N98",,,"N83","Noninflammatory disorders of ovary, fallopian tube and broad ligament"
"N80-N98",,,"N84","Polyp of female genital tract"
"N80-N98",,,"N85","Other noninflammatory disorders of uterus, except cervix"
"N80-N98",,,"N86","Erosion and ectropion of cervix uteri"
"N80-N98",,,"N87","Dysplasia of cervix uteri"
"N80-N98",,,"N88","Other noninflammatory disorders of cervix uteri"
"N80-N98",,,"N89","Other noninflammatory disorders of vagina"
"N80-N98",,,"N90","Other noninflammatory disorders of vulva and perineum"
"N80-N98",,,"N91","Absent, scanty and rare menstruation"
"N80-N98",,,"N92","Excessive, frequent and irregular menstruation"
"N80-N98",,,"N93","Other abnormal uterine and vaginal bleeding"
"N80-N98",,,"N94","Pain and other conditions associated with female genital organs and menstrual cycle"
"N80-N98",,,"N95","Menopausal and other perimenopausal disorders"
"N80-N98",,,"N96","Habitual aborter"
"N80-N98",,,"N97","Female infertility"
"N80-N98",,,"N98","Complications associated with artificial fertilization"
"N99-N99",,,"N99","Postprocedural disorders of genitourinary system, not elsewhere classified"
"O00-O08",,,"O00","Ectopic pregnancy"
"O00-O08",,,"O01","Hydatidiform mole"
"O00-O08",,,"O02","Other abnormal products of conception"
"O00-O08",,,"O03","Spontaneous abortion"
"O00-O08",,,"O04","Medical abortion"
"O00-O08",,,"O05","Other abortion"
"O00-O08",,,"O06","Unspecified abortion"
"O00-O08",,,"O07","Failed attempted abortion"
"O00-O08",,,"O08","Complications following abortion and ectopic and molar pregnancy"
"O10-O16",,,"O10","Pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
"O10-O16",,,"O11","Pre-eclampsia superimposed on chronic hypertension"
"O10-O16",,,"O12","Gestational [pregnancy-induced] oedema and proteinuria without hypertension"
"O10-O16",,,"O13","Gestational [pregnancy-induced] hypertension"
"O10-O16",,,"O14","Pre-eclampsia"
"O10-O16",,,"O15","Eclampsia"
"O10-O16",,,"O16","Unspecified maternal hypertension"
"O20-O29",,,"O20","Haemorrhage in early pregnancy"
"O20-O29",,,"O21","Excessive vomiting in pregnancy"
"O20-O29",,,"O22","Venous complications and haemorrhoids in pregnancy"
"O20-O29",,,"O23","Infections of genitourinary tract in pregnancy"
"O20-O29",,,"O24","Diabetes mellitus in pregnancy"
"O20-O29",,,"O25","Malnutrition in pregnancy"
"O20-O29",,,"O26","Maternal care for other conditions predominantly related to pregnancy"
"O20-O29",,,"O28","Abnormal findings on antenatal screening of mother"
"O20-O29",,,"O29","Complications of anaesthesia during pregnancy"
"O30-O48",,,"O30","Multiple gestation"
"O30-O48",,,"O31","Complications specific to multiple gestation"
"O30-O48",,,"O32","Maternal care for known or suspected malpresentation of fetus"
"O30-O48",,,"O33","Maternal care for known or suspected disproportion"
"O30-O48",,,"O34","Maternal care for known or suspected abnormality of pelvic organs"
"O30-O48",,,"O35","Maternal care for known or suspected fetal abnormality and damage"
"O30-O48",,,"O36","Maternal care for other known or suspected fetal problems"
"O30-O48",,,"O40","Polyhydramnios"
"O30-O48",,,"O41","Other disorders of amniotic fluid and membranes"
"O30-O48",,,"O42","Premature rupture of membranes"
"O30-O48",,,"O43","Placental disorders"
"O30-O48",,,"O44","Placenta praevia"
"O30-O48",,,"O45","Premature separation of placenta [abruptio placentae]"
"O30-O48",,,"O46","Antepartum haemorrhage, not elsewhere classified"
"O30-O48",,,"O47","False labour"
"O30-O48",,,"O48","Prolonged pregnancy"
"O60-O75",,,"O60","Preterm labour and delivery"
"O60-O75",,,"O61","Failed induction of labour"
"O60-O75",,,"O62","Abnormalities of forces of labour"
"O60-O75",,,"O63","Long labour"
"O60-O75",,,"O64","Obstructed labour due to malposition and malpresentation of fetus"
"O60-O75",,,"O65","Obstructed labour due to maternal pelvic abnormality"
"O60-O75",,,"O66","Other obstructed labour"
"O60-O75",,,"O67","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
"O60-O75",,,"O68","Labour and delivery complicated by fetal stress [distress]"
"O60-O75",,,"O69","Labour and delivery complicated by umbilical cord complications"
"O60-O75",,,"O70","Perineal laceration during delivery"
"O60-O75",,,"O71","Other obstetric trauma"
"O60-O75",,,"O72","Postpartum haemorrhage"
"O60-O75",,,"O73","Retained placenta and membranes, without haemorrhage"
"O60-O75",,,"O74","Complications of anaesthesia during labour and delivery"
"O60-O75",,,"O75","Other complications of labour and delivery, not elsewhere classified"
"O80-O84",,,"O80","Single spontaneous delivery"
"O80-O84",,,"O81","Single delivery by forceps and vacuum extractor"
"O80-O84",,,"O82","Single delivery by caesarean section"
"O80-O84",,,"O83","Other assisted single delivery"
"O80-O84",,,"O84","Multiple delivery"
"O85-O92",,,"O85","Puerperal sepsis"
"O85-O92",,,"O86","Other puerperal infections"
"O85-O92",,,"O87","Venous complications and haemorrhoids in the puerperium"
"O85-O92",,,"O88","Obstetric embolism"
"O85-O92",,,"O89","Complications of anaesthesia during the puerperium"
"O85-O92",,,"O90","Complications of the puerperium, not elsewhere classified"
"O85-O92",,,"O91","Infections of breast associated with childbirth"
"O85-O92",,,"O92","Other disorders of breast and lactation associated with childbirth"
"O94-O99",,,"O94","Sequelae of complication of pregnancy, childbirth and the puerperium"
"O94-O99",,,"O95","Obstetric death of unspecified cause"
"O94-O99",,,"O96","Death from any obstetric cause occurring more than 42 days but less than one year after delivery"
"O94-O99",,,"O97","Death from sequelae of obstetric causes"
"O94-O99",,,"O98","Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
"O94-O99",,,"O99","Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
"P00-P04",,,"P00","Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy"
"P00-P04",,,"P01","Fetus and newborn affected by maternal complications of pregnancy"
"P00-P04",,,"P02","Fetus and newborn affected by complications of placenta, cord and membranes"
"P00-P04",,,"P03","Fetus and newborn affected by other complications of labour and delivery"
"P00-P04",,,"P04","Fetus and newborn affected by noxious influences transmitted via placenta or breast milk"
"P05-P08",,,"P05","Slow fetal growth and fetal malnutrition"
"P05-P08",,,"P07","Disorders related to short gestation and low birth weight, not elsewhere classified"
"P05-P08",,,"P08","Disorders related to long gestation and high birth weight"
"P10-P15",,,"P10","Intracranial laceration and haemorrhage due to birth injury"
"P10-P15",,,"P11","Other birth injuries to central nervous system"
"P10-P15",,,"P12","Birth injury to scalp"
"P10-P15",,,"P13","Birth injury to skeleton"
"P10-P15",,,"P14","Birth injury to peripheral nervous system"
"P10-P15",,,"P15","Other birth injuries"
"P20-P29",,,"P20","Intrauterine hypoxia"
"P20-P29",,,"P21","Birth asphyxia"
"P20-P29",,,"P22","Respiratory distress of newborn"
"P20-P29",,,"P23","Congenital pneumonia"
"P20-P29",,,"P24","Neonatal aspiration syndromes"
"P20-P29",,,"P25","Interstitial emphysema and related conditions originating in the perinatal period"
"P20-P29",,,"P26","Pulmonary haemorrhage originating in the perinatal period"
"P20-P29",,,"P27","Chronic respiratory disease originating in the perinatal period"
"P20-P29",,,"P28","Other respiratory conditions originating in the perinatal period"
"P20-P29",,,"P29","Cardiovascular disorders originating in the perinatal period"
"P35-P39",,,"P35","Congenital viral diseases"
"P35-P39",,,"P36","Bacterial sepsis of newborn"
"P35-P39",,,"P37","Other congenital infectious and parasitic diseases"
"P35-P39",,,"P38","Omphalitis of newborn with or without mild haemorrhage"
"P35-P39",,,"P39","Other infections specific to the perinatal period"
"P50-P61",,,"P50","Fetal blood loss"
"P50-P61",,,"P51","Umbilical haemorrhage of newborn"
"P50-P61",,,"P52","Intracranial nontraumatic haemorrhage of fetus and newborn"
"P50-P61",,,"P53","Haemorrhagic disease of fetus and newborn"
"P50-P61",,,"P54","Other neonatal haemorrhages"
"P50-P61",,,"P55","Haemolytic disease of fetus and newborn"
"P50-P61",,,"P56","Hydrops fetalis due to haemolytic disease"
"P50-P61",,,"P57","Kernicterus"
"P50-P61",,,"P58","Neonatal jaundice due to other excessive haemolysis"
"P50-P61",,,"P59","Neonatal jaundice from other and unspecified causes"
"P50-P61",,,"P60","Disseminated intravascular coagulation of fetus and newborn"
"P50-P61",,,"P61","Other perinatal haematological disorders"
"P70-P74",,,"P70","Transitory disorders of carbohydrate metabolism specific to fetus and newborn"
"P70-P74",,,"P71","Transitory neonatal disorders of calcium and magnesium metabolism"
"P70-P74",,,"P72","Other transitory neonatal endocrine disorders"
"P70-P74",,,"P74","Other transitory neonatal electrolyte and metabolic disturbances"
"P75-P78",,,"P75","Meconium ileus in cystic fibrosis"
"P75-P78",,,"P76","Other intestinal obstruction of newborn"
"P75-P78",,,"P77","Necrotizing enterocolitis of fetus and newborn"
"P75-P78",,,"P78","Other perinatal digestive system disorders"
"P80-P83",,,"P80","Hypothermia of newborn"
"P80-P83",,,"P81","Other disturbances of temperature regulation of newborn"
"P80-P83",,,"P83","Other conditions of integument specific to fetus and newborn"
"P90-P96",,,"P90","Convulsions of newborn"
"P90-P96",,,"P91","Other disturbances of cerebral status of newborn"
"P90-P96",,,"P92","Feeding problems of newborn"
"P90-P96",,,"P93","Reactions and intoxications due to drugs administered to fetus and newborn"
"P90-P96",,,"P94","Disorders of muscle tone of newborn"
"P90-P96",,,"P95","Fetal death of unspecified cause"
"P90-P96",,,"P96","Other conditions originating in the perinatal period"
"Q00-Q07",,,"Q00","Anencephaly and similar malformations"
"Q00-Q07",,,"Q01","Encephalocele"
"Q00-Q07",,,"Q02","Microcephaly"
"Q00-Q07",,,"Q03","Congenital hydrocephalus"
"Q00-Q07",,,"Q04","Other congenital malformations of brain"
"Q00-Q07",,,"Q05","Spina bifida"
"Q00-Q07",,,"Q06","Other congenital malformations of spinal cord"
"Q00-Q07",,,"Q07","Other congenital malformations of nervous system"
"Q10-Q18",,,"Q10","Congenital malformations of eyelid, lacrimal apparatus and orbit"
"Q10-Q18",,,"Q11","Anophthalmos, microphthalmos and macrophthalmos"
"Q10-Q18",,,"Q12","Congenital lens malformations"
"Q10-Q18",,,"Q13","Congenital malformations of anterior segment of eye"
"Q10-Q18",,,"Q14","Congenital malformations of posterior segment of eye"
"Q10-Q18",,,"Q15","Other congenital malformations of eye"
"Q10-Q18",,,"Q16","Congenital malformations of ear causing impairment of hearing"
"Q10-Q18",,,"Q17","Other congenital malformations of ear"
"Q10-Q18",,,"Q18","Other congenital malformations of face and neck"
"Q20-Q28",,,"Q20","Congenital malformations of cardiac chambers and connections"
"Q20-Q28",,,"Q21","Congenital malformations of cardiac septa"
"Q20-Q28",,,"Q22","Congenital malformations of pulmonary and tricuspid valves"
"Q20-Q28",,,"Q23","Congenital malformations of aortic and mitral valves"
"Q20-Q28",,,"Q24","Other congenital malformations of heart"
"Q20-Q28",,,"Q25","Congenital malformations of great arteries"
"Q20-Q28",,,"Q26","Congenital malformations of great veins"
"Q20-Q28",,,"Q27","Other congenital malformations of peripheral vascular system"
"Q20-Q28",,,"Q28","Other congenital malformations of circulatory system"
"Q30-Q34",,,"Q30","Congenital malformations of nose"
"Q30-Q34",,,"Q31","Congenital malformations of larynx"
"Q30-Q34",,,"Q32","Congenital malformations of trachea and bronchus"
"Q30-Q34",,,"Q33","Congenital malformations of lung"
"Q30-Q34",,,"Q34","Other congenital malformations of respiratory system"
"Q35-Q37",,,"Q35","Cleft palate"
"Q35-Q37",,,"Q36","Cleft lip"
"Q35-Q37",,,"Q37","Cleft palate with cleft lip"
"Q38-Q45",,,"Q38","Other congenital malformations of tongue, mouth and pharynx"
"Q38-Q45",,,"Q39","Congenital malformations of oesophagus"
"Q38-Q45",,,"Q40","Other congenital malformations of upper alimentary tract"
"Q38-Q45",,,"Q41","Congenital absence, atresia and stenosis of small intestine"
"Q38-Q45",,,"Q42","Congenital absence, atresia and stenosis of large intestine"
"Q38-Q45",,,"Q43","Other congenital malformations of intestine"
"Q38-Q45",,,"Q44","Congenital malformations of gallbladder, bile ducts and liver"
"Q38-Q45",,,"Q45","Other congenital malformations of digestive system"
"Q50-Q56",,,"Q50","Congenital malformations of ovaries, fallopian tubes and broad ligaments"
"Q50-Q56",,,"Q51","Congenital malformations of uterus and cervix"
"Q50-Q56",,,"Q52","Other congenital malformations of female genitalia"
"Q50-Q56",,,"Q53","Undescended testicle"
"Q50-Q56",,,"Q54","Hypospadias"
"Q50-Q56",,,"Q55","Other congenital malformations of male genital organs"
"Q50-Q56",,,"Q56","Indeterminate sex and pseudohermaphroditism"
"Q60-Q64",,,"Q60","Renal agenesis and other reduction defects of kidney"
"Q60-Q64",,,"Q61","Cystic kidney disease"
"Q60-Q64",,,"Q62","Congenital obstructive defects of renal pelvis and congenital malformations of ureter"
"Q60-Q64",,,"Q63","Other congenital malformations of kidney"
"Q60-Q64",,,"Q64","Other congenital malformations of urinary system"
"Q65-Q79",,,"Q65","Congenital deformities of hip"
"Q65-Q79",,,"Q66","Congenital deformities of feet"
"Q65-Q79",,,"Q67","Congenital musculoskeletal deformities of head, face, spine and chest"
"Q65-Q79",,,"Q68","Other congenital musculoskeletal deformities"
"Q65-Q79",,,"Q69","Polydactyly"
"Q65-Q79",,,"Q70","Syndactyly"
"Q65-Q79",,,"Q71","Reduction defects of upper limb"
"Q65-Q79",,,"Q72","Reduction defects of lower limb"
"Q65-Q79",,,"Q73","Reduction defects of unspecified limb"
"Q65-Q79",,,"Q74","Other congenital malformations of limb(s)"
"Q65-Q79",,,"Q75","Other congenital malformations of skull and face bones"
"Q65-Q79",,,"Q76","Congenital malformations of spine and bony thorax"
"Q65-Q79",,,"Q77","Osteochondrodysplasia with defects of growth of tubular bones and spine"
"Q65-Q79",,,"Q78","Other osteochondrodysplasias"
"Q65-Q79",,,"Q79","Congenital malformations of the musculoskeletal system, not elsewhere classified"
"Q80-Q89",,,"Q80","Congenital ichthyosis"
"Q80-Q89",,,"Q81","Epidermolysis bullosa"
"Q80-Q89",,,"Q82","Other congenital malformations of skin"
"Q80-Q89",,,"Q83","Congenital malformations of breast"
"Q80-Q89",,,"Q84","Other congenital malformations of integument"
"Q80-Q89",,,"Q85","Phakomatoses, not elsewhere classified"
"Q80-Q89",,,"Q86","Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
"Q80-Q89",,,"Q87","Other specified congenital malformation syndromes affecting multiple systems"
"Q80-Q89",,,"Q89","Other congenital malformations, not elsewhere classified"
"Q90-Q99",,,"Q90","Down syndrome"
"Q90-Q99",,,"Q91","Edwards syndrome and Patau syndrome"
"Q90-Q99",,,"Q92","Other trisomies and partial trisomies of the autosomes, not elsewhere classified"
"Q90-Q99",,,"Q93","Monosomies and deletions from the autosomes, not elsewhere classified"
"Q90-Q99",,,"Q95","Balanced rearrangements and structural markers, not elsewhere classified"
"Q90-Q99",,,"Q96","Turner syndrome"
"Q90-Q99",,,"Q97","Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
"Q90-Q99",,,"Q98","Other sex chromosome abnormalities, male phenotype, not elsewhere classified"
"Q90-Q99",,,"Q99","Other chromosome abnormalities, not elsewhere classified"
"R00-R09",,,"R00","Abnormalities of heart beat"
"R00-R09",,,"R01","Cardiac murmurs and other cardiac sounds"
"R00-R09",,,"R02","Gangrene, not elsewhere classified"
"R00-R09",,,"R03","Abnormal blood-pressure reading, without diagnosis"
"R00-R09",,,"R04","Haemorrhage from respiratory passages"
"R00-R09",,,"R05","Cough"
"R00-R09",,,"R06","Abnormalities of breathing"
"R00-R09",,,"R07","Pain in throat and chest"
"R00-R09",,,"R09","Other symptoms and signs involving the circulatory and respiratory systems"
"R10-R19",,,"R10","Abdominal and pelvic pain"
"R10-R19",,,"R11","Nausea and vomiting"
"R10-R19",,,"R12","Heartburn"
"R10-R19",,,"R13","Dysphagia"
"R10-R19",,,"R14","Flatulence and related conditions"
"R10-R19",,,"R15","Faecal incontinence"
"R10-R19",,,"R16","Hepatomegaly and splenomegaly, not elsewhere classified"
"R10-R19",,,"R17","Hyperbilirubinaemia, with or without jaundice, not elsewhere classified"
"R10-R19",,,"R18","Ascites"
"R10-R19",,,"R19","Other symptoms and signs involving the digestive system and abdomen"
"R20-R23",,,"R20","Disturbances of skin sensation"
"R20-R23",,,"R21","Rash and other nonspecific skin eruption"
"R20-R23",,,"R22","Localized swelling, mass and lump of skin and subcutaneous tissue"
"R20-R23",,,"R23","Other skin changes"
"R25-R29",,,"R25","Abnormal involuntary movements"
"R25-R29",,,"R26","Abnormalities of gait and mobility"
"R25-R29",,,"R27","Other lack of coordination"
"R25-R29",,,"R29","Other symptoms and signs involving the nervous and musculoskeletal systems"
"R30-R39",,,"R30","Pain associated with micturition"
"R30-R39",,,"R31","Unspecified haematuria"
"R30-R39",,,"R32","Unspecified urinary incontinence"
"R30-R39",,,"R33","Retention of urine"
"R30-R39",,,"R34","Anuria and oliguria"
"R30-R39",,,"R35","Polyuria"
"R30-R39",,,"R36","Urethral discharge"
"R30-R39",,,"R39","Other symptoms and signs involving the urinary system"
"R40-R46",,,"R40","Somnolence, stupor and coma"
"R40-R46",,,"R41","Other symptoms and signs involving cognitive functions and awareness"
"R40-R46",,,"R42","Dizziness and giddiness"
"R40-R46",,,"R43","Disturbances of smell and taste"
"R40-R46",,,"R44","Other symptoms and signs involving general sensations and perceptions"
"R40-R46",,,"R45","Symptoms and signs involving emotional state"
"R40-R46",,,"R46","Symptoms and signs involving appearance and behaviour"
"R47-R49",,,"R47","Speech disturbances, not elsewhere classified"
"R47-R49",,,"R48","Dyslexia and other symbolic dysfunctions, not elsewhere classified"
"R47-R49",,,"R49","Voice disturbances"
"R50-R69",,,"R50","Fever of other and unknown origin"
"R50-R69",,,"R51","Headache"
"R50-R69",,,"R52","Pain, not elsewhere classified"
"R50-R69",,,"R53","Malaise and fatigue"
"R50-R69",,,"R54","Senility"
"R50-R69",,,"R55","Syncope and collapse"
"R50-R69",,,"R56","Convulsions, not elsewhere classified"
"R50-R69",,,"R57","Shock, not elsewhere classified"
"R50-R69",,,"R58","Haemorrhage, not elsewhere classified"
"R50-R69",,,"R59","Enlarged lymph nodes"
"R50-R69",,,"R60","Oedema, not elsewhere classified"
"R50-R69",,,"R61","Hyperhidrosis"
"R50-R69",,,"R62","Lack of expected normal physiological development"
"R50-R69",,,"R63","Symptoms and signs concerning food and fluid intake"
"R50-R69",,,"R64","Cachexia"
"R50-R69",,,"R65","Systemic Inflammatory Response Syndrome [SIRS]"
"R50-R69",,,"R68","Other general symptoms and signs"
"R50-R69",,,"R69","Unknown and unspecified causes of morbidity"
"R70-R79",,,"R70","Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity"
"R70-R79",,,"R71","Abnormality of red blood cells"
"R70-R79",,,"R72","Abnormality of white blood cells, not elsewhere classified"
"R70-R79",,,"R73","Elevated blood glucose level"
"R70-R79",,,"R74","Abnormal serum enzyme levels"
"R70-R79",,,"R75","Laboratory evidence of human immunodeficiency virus [HIV]"
"R70-R79",,,"R76","Other abnormal immunological findings in serum"
"R70-R79",,,"R77","Other abnormalities of plasma proteins"
"R70-R79",,,"R78","Findings of drugs and other substances, not normally found in blood"
"R70-R79",,,"R79","Other abnormal findings of blood chemistry"
"R80-R82",,,"R80","Isolated proteinuria"
"R80-R82",,,"R81","Glycosuria"
"R80-R82",,,"R82","Other abnormal findings in urine"
"R83-R89",,,"R83","Abnormal findings in cerebrospinal fluid"
"R83-R89",,,"R84","Abnormal findings in specimens from respiratory organs and thorax"
"R83-R89",,,"R85","Abnormal findings in specimens from digestive organs and abdominal cavity"
"R83-R89",,,"R86","Abnormal findings in specimens from male genital organs"
"R83-R89",,,"R87","Abnormal findings in specimens from female genital organs"
"R83-R89",,,"R89","Abnormal findings in specimens from other organs, systems and tissues"
"R90-R94",,,"R90","Abnormal findings on diagnostic imaging of central nervous system"
"R90-R94",,,"R91","Abnormal findings on diagnostic imaging of lung"
"R90-R94",,,"R92","Abnormal findings on diagnostic imaging of breast"
"R90-R94",,,"R93","Abnormal findings on diagnostic imaging of other body structures"
"R90-R94",,,"R94","Abnormal results of function studies"
"R95-R99",,,"R95","Sudden infant death syndrome"
"R95-R99",,,"R96","Other sudden death, cause unknown"
"R95-R99",,,"R98","Unattended death"
"R95-R99",,,"R99","Other ill-defined and unspecified causes of mortality"
